week,hidrology,HE_RALCO,HS_PALMUCHO,HE_PANGUE,HS_ANGOSTURA,HE_ELTORO,HS_ABANICO,HS_ANTUCO,HS_RUCUE,HS_QUILLECO,TUCAPEL,HS_LAJA_1,HS_EL_DIUTO,HE_CIPRESES,HS_OJOS_DE_AGUA,B_C_ISLA,HS_ISLA,HS_CURILLINQUE,HS_LOMA_ALTA,LMAULE,HS_LA_MINA,B_M_ISLA,B_MAULE,C_MELADO,HS_LOS_HIERROS,HS_LOS_HIERROS_2,HS_ROBLERIA,HE_PEHUENCHE,HE_COLBUN,HS_MACHICURA,HS_SAN_IGNACIO,HS_CHIBURGO,HS_SAN_CLEMENTE,HE_PILMAIQUEN,HS_RUCATAYO,HS_BLANCO,HS_HORNITOS,HS_JUNCAL,HS_LOS_QUILOS,HS_CHACABUQUITO,HS_LA_CONFLUENCIA,HS_LA_HIGUERA,HE_RAPEL,HS_CHACAYES,HE_CANUTILLAR,HP_ALFALFAL,HP_ALLIPEN,HP_MHAH,HP_ALTO_RENAICO,HS_ANCOA,HP_AUX_DEL_MAIPO,HP_BIFURCADA,HP_BOQUIAMARGO,HP_BUREO,HP_CALIBORO,HP_CALLAO,HP_CAPULLO,HP_CARENA,HP_CARILAFQUEN,HP_CAVANCHA,HP_CHANLEUFU,HP_CHAPIQUINA,HP_COLLIL,HP_CONTRA,HP_CONVENTO_VIEJO,HP_COYA,HP_CUMBRES,HP_CUMPEO,HP_CURILEUFU,HP_DONA_HILDA,HP_DONGO,HP_DONGUIL,HP_DON_WALTERIO,HP_DOSAL,HP_DOS_VALLES,HP_EL_AGRIO,HP_EL_ARRAYAN,HP_EL_CANELO,HP_EL_COLORADO,HP_EL_GALPON,HP_EL_LLANO,HP_EL_MANZANO,HP_EL_MIRADOR,HP_EL_PASO,HP_EL_RINCON,HP_EL_TARTARO,HP_MHT2,HP_ENSENADA,HP_EYZAGUIRRE,HP_FLORIDA_1,HP_FLORIDA_2,HP_FLORIDA_3,HP_GUAYACAN,HP_BONITO_MC1,HP_BONITO_MC2,HP_ITATA,HP_LAS_FLORES,HP_LAS_VERTIENTES,HP_LA_ARENA,HP_LA_MONTANA_1,HP_LA_MONTANA_2,HP_LA_PALOMA,HP_LA_VINA,HP_LICAN,HP_LIRCAY,HP_LLEUQUEREO,HP_LOS_BAJOS,HP_LOS_CORRALES_1,HP_LOS_CORRALES_2,HP_LOS_MOLLES,HP_LOS_MORROS,HP_LOS_PADRES,HP_MAISAN,HP_MAITENES,HP_MALALCAHUELLO,HP_MALLARAUCO,HP_MAMPIL,HP_MARIA_ELENA,HP_MARIPOSAS,HP_MELO,HP_MOLINERA_VILLARRICA,HP_MSA_1,HP_MUCHI,HP_MULCHEN,HP_MUNILQUE_1,HP_MUNILQUE_2,HP_NALCAS,HP_PEHUI,HP_PEUCHEN,HP_PICHILONCO,HP_PICOIQUEN,HP_PIUTEL,HP_PROVIDENCIA,HP_PUCLARO,HP_PULELFU,HP_PULLINQUE,HP_PUNTILLA,HP_PURISIMA,HP_QUELTEHUES,HP_RECA,HP_RENAICO,HP_RININAHUE,HP_RIO_COLORADO,HP_RIO_HUASCO,HP_RIO_TRUENO,HP_SANTA_ELENA,HP_SANTA_ISABEL,HP_MHSR,HP_SAN_ANDRES,HP_SAUCEANDES,HP_SAUZAL,HP_SAUZALITO,HP_TRAILELFU,HP_TRANQUIL,HP_TRUFULTRUFUL,HP_VOLCAN,HP_ALFALFAL_2,HP_LAS_LAJAS,HS_LOS_CONDORES,HP_CIPRESILLOS,HP_EL_PINAR,HP_CORRENTOSO,HP_HIDROPALMAR,HP_LAS_NIEVES,HP_AILLIN,HP_CH_LOS_LAGOS,HP_COSAPILLA,HP_LA_COMPANIA_2,HP_CH_EL_ATAJO,HP_CH_CORRALES,HP_PALACIOS,BESS_ALFALFAL,HP_CH_ALTO_BONITO,HP_CHILCO,HP_DIGUA,HP_EL_BRINCO,HP_HIDROMOCHO,HP_LA_CONFIANZA,HP_PANGUIPULLI,HP_QUILLAILEO,HP_TRUPAN,HP_MORAGA,HP_PIEDRAS_NEGRAS,HP_SAN_JOSE,HP_SAN_LUIS,HP_RININAHUE_2
1,1964,193.96,0,25.53,74.7,48.43,7.15,39.43,2.75,0,3.76,0.94,0,29.88,0,0,0,0,0,17.79,6.44,0.81,24.39,46.2,0,0,0,0,8.9,0,0,0,0,158.45,0,13.7,14.77,0,5.7,0,48.4,105.36,8.45,94.59,42.45,29.96,3.92,1.1,1.6,41.65,6.41,0.335,1.12,1.675,30.26,1.6,13.77,12.41,25.735,1.8,5.645,8.36,0.89,0.455,14.245,16.645,4.265,3.56,0.305,0.53,2.49,0.35,5.34,0.38,4.09,0.89,0.14,3.74,0.18,0.18,1.07,4.81,0.18,39.15,0.53,0.115,0.9,0.18,1.07,4.21,18.01,4.24,16.37,6.23,3.74,0.08,2.31,2.85,4.27,4.21,2.665,2.67,0.71,15.89,31.78,0.18,8.01,0.565,0.53,4.24,2.12,16.02,0.36,22.25,6.025,5.34,21.17,0.18,4.27,3.38,0.36,0.36,0.46,0.18,0.42,0.42,5.7,1.06,37.57,1.42,8.785,0.28,5.03,3.74,10.68,26.1,27.54,0.18,65.68,0.53,6.05,1.6,7.65,4.09,1.25,0.655,0.89,0.5,107.48,1.06,100.5,15.7,0.53,1.78,1.195,14.83,24.91,79.84,0,10.665,10.11,4.27,4.27,6.725,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,16.66,0.255,3.15,1.04,0.34,0.34,8,0.6,0.6,0.6,0.6,0.6
2,1964,278.5,0,34.4,127.33,91.83,6.69,39.54,4.88,0,17.81,1.36,0,31.12,0,0,0,0,0,23.63,8.09,0.94,21.02,50.72,0,0,0,0,11.12,0,0,0,0,140.61,0,20.31,19.08,0,8.23,0,92.42,99.4,16.2,129.95,52.09,29.96,4.73,1.1,2.35,46.99,5.98,0.43,1.25,1.56,2.17,1.14,8.5,15.21,32.28,1.8,7.14,1.8,5.11,0.59,18.34,21.29,5.14,5.19,0.39,0.3,6.81,0.45,2.92,0.49,25.3,2.48,0.15,4.4,1.66,2.26,3.35,7.1,3.84,109.34,0.51,0.15,0.9,6.44,1.84,5.42,33.93,4.38,147.69,8.13,0.64,0,0.86,3,2.93,5.42,3.43,4.57,1,16.53,34.34,1.42,8.42,0.66,0.24,25.51,5.76,1.13,0.27,28.66,6.32,6.14,27.82,0.4,9.92,4.55,0.36,3.14,0.54,2.13,0.39,0.39,3.3,1.44,47.98,2.06,9.13,0.42,9.39,5.52,5.95,33.18,25.11,0.12,83.09,0.77,11.39,1.56,18.99,2.02,1.55,0.71,1.52,0.5,72.83,2.19,111.2,17.3,0.03,1.7,1.54,22.09,33.51,104.16,0,13.8,10.47,1.47,2.38,8.66,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,16.66,0.33,3.15,1.04,0.34,0.34,8,0.6,0.6,0.6,0.6,0.6
3,1964,121.38,0,11.73,43.46,32.77,3.71,13.4,3.59,0,8.81,1.41,0,21.62,0,0,0,0,0,9.93,12.21,1.49,0.62,36.91,0,0,0,0,5.62,0,0,0,0,88.27,0,9.53,12.51,0,4.03,0,40.58,46.44,6.22,107.07,28.01,29.38,3.04,1.1,1.51,29.71,3.93,0.28,0.8,1,1.39,0.74,5.46,10.65,20.75,1.8,2.19,1.16,3.28,0.38,11.79,13.68,3.31,3.33,0.25,0.19,4.38,0.29,1.88,0.31,16.26,1.59,0.1,3.14,1.07,1.45,1.55,5.01,2.47,68.5,0.33,0.09,0.9,4.14,1.18,0.05,19.99,2.82,24.59,5.22,0.41,0,0.55,1.93,2.56,3.48,2.21,0,0.64,10.63,22.07,0.41,6.38,0.42,0.15,6.66,3.7,0.73,0.09,16.39,4.06,3.95,13.79,0.26,5.13,2.93,0.25,2.02,0.34,1.37,0.25,0.25,2.12,0.84,24.87,1.32,4.5,0.2,4.86,0,3.82,23.47,19.88,0.07,53.4,0.45,7.32,1,7.77,1.94,2.34,0.46,0.98,0.5,46.81,1.07,81.87,12.73,0.02,1.09,0.99,14.2,10.87,45.79,0,8.87,6.73,0.94,1.53,5.56,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,16.66,0.21,3.15,1.04,0.34,0.34,8,0.6,0.6,0.6,0.6,0.6
4,1964,111.37,0,16.95,40.76,34.17,3.43,13.45,3.81,0,22.75,3.51,0,25.16,0,0,0,0,0,9.64,13.64,1.67,0.47,36.62,0,0,0,0,5.72,0,0,0,0,102.52,0,11.84,14.86,0,4.43,0,47.13,53.93,5.64,124.36,75.21,29.96,3.53,1.1,1.75,33.04,4.56,0.32,0.93,1.17,1.62,0.85,6.35,12.37,24.1,1.8,2.66,1.35,3.81,0.44,13.69,15.89,3.84,3.87,0.29,0.23,5.08,0.34,2.18,0.36,18.89,1.85,0.11,3.65,1.24,1.69,1.48,5.82,2.87,79.56,0.38,0.11,0.9,4.81,1.37,0,18.15,3.27,28.56,6.07,0.48,0,0.64,2.24,6.77,4.05,2.56,0,0.74,12.34,25.63,0.48,7.4,0.49,0.18,7.73,4.3,0.84,0.11,19.03,4.71,4.59,16.02,0.3,5.96,3.4,0.24,2.34,0.4,1.59,0.29,0.29,2.47,0.86,28.88,1.54,5.23,0.13,5.65,0,4.44,27.26,24.18,0.13,62.02,0.22,8.5,1.17,7.19,2.25,2.72,0.53,1.13,0.5,54.36,1.24,95.08,14.79,0.02,1.27,1.07,16.49,12.62,53.18,0,10.3,7.82,1.1,1.77,6.46,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,16.66,0.24,3.15,1.04,0.34,0.34,8,0.6,0.6,0.6,0.6,0.6
5,1964,72.64,0,15.5,29.11,27.34,4.89,10.12,2.88,0,27.03,8.9,0,19.28,0,0,0,0,0,13.53,11.8,1.56,0.44,28.69,0,0,0,0,3.84,0,0,0,0,86,0,9.47,10.73,0,3.02,0,29.28,26.65,4.22,76.44,86.18,26.1,2.62,1.1,1.3,23.74,3.42,0.24,0.38,0.57,1.2,0.31,6.99,9.07,15.16,1.8,3.71,1.05,1.65,0.32,5.07,12,1.78,1.9,0.22,0.19,2.66,0.25,1.69,0.27,10.1,0.96,0.09,2.76,1.18,1.24,1.15,3.86,1.26,50.5,0.29,0.07,0.9,1.48,1.01,0,14.56,2.42,18,2.85,0.29,0,0.28,1.66,6.8,2.93,1.9,0,0.55,16.41,17.63,0.29,5.49,0.36,0.28,5.27,3.19,0.46,0.05,12.82,2.71,3.4,11.91,0.25,5.16,2.52,0.27,1.13,0.17,0.78,0.14,0.14,0.55,1.02,20.99,1.14,3.1,0.06,4.16,0,3.28,19.32,17.77,0.06,45.96,0.49,6.3,0.86,7.53,2.01,0.96,0.42,0.84,0.5,40.3,0.78,70.31,10.94,0.02,1.73,0.85,12.22,17.35,39.93,0,7.56,10.4,0.57,0.92,4.33,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,3.7,0.18,2.54,1.04,0.34,0.28,8,0.6,0.6,0.6,0.6,0.6
6,1964,82.43,0,16.79,36.7,28.91,3.16,10.6,3.06,0,31.69,7.52,0,20.8,0,0,0,0,0,17.89,12.93,1.71,0.47,30.44,0,0,0,0,7.76,0,0,0,0,98.29,0,8.68,10.46,0,4.2,0,33.46,30.45,4.83,87.36,64.78,29.83,2.99,1.1,1.49,26.82,3.95,0.27,0.43,0.65,1.37,0.36,7.99,10.37,17.33,1.8,3.22,1.2,1.89,0.37,5.8,13.71,2.03,2.18,0.25,0.22,3.04,0.29,1.93,0.31,11.54,1.1,0.1,3.16,1.35,1.42,1.33,4.41,1.44,57.71,0.34,0.08,0.9,1.69,1.15,0,16.79,2.77,20.57,3.25,0.33,0,0.32,1.9,5.52,3.35,2.17,0,0.63,18.76,20.15,0.33,6.29,0.41,0.32,6.03,3.64,0.52,0.05,14.65,3.1,3.89,13.61,0.28,5.89,2.88,0.2,1.29,0.2,0.89,0.16,0.16,0.63,1.01,23.99,1.3,3.54,0.11,4.76,0,3.75,22.08,20.18,0.11,52.53,0.63,7.2,0.99,8.26,2.29,1.1,0.48,0.96,0.5,46.06,0.9,80.36,12.5,0.02,1.97,0.97,13.97,19.83,45.63,0,8.64,11.88,0.65,1.06,4.94,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,3.7,0.21,2.54,1.04,0.34,0.28,8,0.6,0.6,0.6,0.6,0.6
7,1964,68.11,0,5.92,28.83,23.1,2.43,9.59,2.54,0,26.47,4.3,0,17.88,0,0,0,0,0,12.23,8.96,1.18,0.41,25.28,0,0,0,0,4.22,0,0,0,0,86,0,7.03,7.99,0,3.72,0,29.28,26.65,4.22,76.44,29.2,26.1,2.62,1.1,1.3,23.19,3.46,0.24,0.38,0.57,1.2,0.31,6.99,9.07,15.16,1.8,1.92,1.05,1.65,0.32,5.07,12,1.78,1.9,0.22,0.19,2.66,0.25,1.69,0.27,10.1,0.96,0.09,2.76,1.18,1.24,1.25,3.86,1.26,50.5,0.29,0.07,0.9,1.48,1.01,0,16.18,2.42,18,2.85,0.29,0,0.28,1.66,2.51,2.93,1.9,0,0.55,16.41,17.63,0.29,5.49,0.36,0.28,5.27,3.19,0.46,0.05,12.82,2.71,3.4,11.91,0.25,5.16,2.52,0.15,1.13,0.17,0.78,0.14,0.14,0.55,0.63,20.99,1.14,3.1,0.16,4.16,0,3.28,19.32,17.53,0.05,45.96,0.47,6.3,0.86,6.68,2.01,0.96,0.42,0.84,0.5,40.3,0.78,70.31,10.94,0.02,1.73,0.85,12.22,17.35,39.93,0,7.56,10.4,0.57,0.92,4.33,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,3.7,0.18,2.54,1.04,0.34,0.28,8,0.6,0.6,0.6,0.6,0.6
8,1964,68.53,0,6.24,22.46,18.16,2.02,7.13,2.13,0,18.43,3.91,0,15.36,0,0,0,0,0,6.55,7.67,1.01,0.45,23.73,0,0,0,0,3.52,0,0,0,0,75.25,0,4.89,6.35,0,3.01,0,25.61,23.32,3.7,66.89,29.41,22.84,2.29,1.1,1.14,20.04,3,0.21,0.33,0.5,1.05,0.27,6.12,7.94,13.27,1.8,1.42,0.92,1.45,0.28,4.44,10.5,1.55,1.67,0.19,0.17,2.33,0.22,1.48,0.24,8.84,0.84,0.08,2.42,1.04,1.08,1.04,3.38,1.11,44.19,0.26,0.06,0.9,1.29,0.88,0,13.33,2.12,15.75,2.49,0.25,0,0.25,1.45,2.53,2.57,1.66,0,0.48,14.36,15.43,0.25,4.8,0.32,0.24,4.61,2.79,0.4,0.04,11.22,2.37,2.98,10.42,0.22,4.51,2.21,0.18,0.99,0.15,0.68,0.12,0.12,0.48,0.53,18.36,1,2.71,0.08,3.64,0,2.87,16.9,15.45,0.07,40.22,0.45,5.51,0.76,5.86,1.76,0.84,0.37,0.74,0.5,35.26,0.69,61.52,9.57,0.02,1.51,0.74,10.69,15.18,34.94,0,6.61,9.1,0.5,0.81,3.79,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,3.7,0.16,2.54,1.04,0.34,0.28,8,0.6,0.6,0.6,0.6,0.6
9,1964,42.52,0,4.86,19.17,12.31,2.31,5.31,1.68,0,8.56,3.15,0,12.73,0,0,0,0,0,2.22,6.15,0.75,2.15,17.32,0,0,0,0,2.18,0,0,0,0,59.55,0,2.98,5.13,0,2.9,0,13.02,14.48,4.85,33.32,35.81,17.14,1.9,1.1,0.94,16.22,2.46,0.17,0.15,0.26,0.87,0.29,3.51,6.42,8.01,1.8,1.61,0.91,3.8,0.24,3.69,8.71,1.5,1.11,0.16,0.12,2.25,0.18,1.28,0.14,2.54,0.76,0.07,1.85,1.38,0.9,0.79,2.42,0.6,24.96,0.21,0.04,0.9,0.91,0.59,0,10.42,1.76,10.03,2.21,0.08,0,0.22,1.21,2.75,1.02,0.7,0,0.4,3.15,8.8,0.14,3.99,0.18,0.15,3.57,1.77,0.26,0.03,10.11,1.33,2.03,5.41,0.17,4.54,1.83,0.14,0.73,0.14,0.35,0.06,0.06,0.64,0.26,8.77,0.83,3,0.04,8.57,0,1.58,12.48,12.98,0.03,34.7,0.57,4.58,0.63,2.95,1.34,0.53,0.25,0.61,0.5,23.71,0.47,33.96,5.28,0.87,0.68,0.62,9.22,15.21,29.91,0,5.18,2,0.44,0.71,3.48,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0.11,0.13,3.71,1.04,0.34,0.28,8,0.6,0.6,0.6,0.6,0.6
10,1964,42.41,0,4.52,19.33,11.14,2.12,5.96,1.59,0,7.08,3.85,0,12.91,0,0,0,0,0,5.67,6.45,0.78,1.94,16.63,0,0,0,0,2.16,0,0,0,0,62.78,0,2.8,4.92,0,2.65,0,13.73,15.26,12.85,35.14,16.13,18.07,2.01,1.1,1,16.32,2.59,0.18,0.16,0.27,0.92,0.31,3.7,6.77,8.45,1.8,3.74,0.96,4,0.25,3.89,9.19,1.58,1.17,0.17,0.13,2.37,0.19,1.35,0.15,2.68,0.8,0.07,1.95,1.45,0.95,0.8,2.55,0.64,26.31,0.22,0.04,0.9,0.96,0.62,0,10.46,1.86,10.58,2.33,0.09,0,0.23,1.27,1.26,1.07,0.74,0,0.42,3.33,9.27,0.15,4.2,0.19,0.16,3.76,1.87,0.27,0.03,10.66,1.4,2.15,5.7,0.18,4.79,1.93,0.17,0.77,0.14,0.37,0.07,0.07,0.67,0.45,9.24,0.87,3.17,0.06,9.04,0,1.67,13.16,13.87,0.04,36.58,0.6,4.82,0.66,2.78,1.42,0.56,0.27,0.64,0.5,25,0.49,35.8,5.57,0.92,0.72,0.65,9.73,16.03,31.53,0,5.46,2.11,0.46,0.75,3.67,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0.11,0.14,3.71,1.04,0.34,0.28,8,0.6,0.6,0.6,0.6,0.6
11,1964,45.53,0,1.6,20.56,10.97,2.16,6.74,1.51,0,8.86,4.44,0,14.12,0,0,0,0,0,8.17,9.31,1.13,2.07,19.52,0,0,0,0,2.16,0,0,0,0,70.04,0,2.84,4.83,0,2.48,0,15.32,17.02,20.61,39.2,15.39,20.16,2.24,1.1,1.11,16.81,2.89,0.21,0.18,0.3,1.03,0.34,4.13,7.55,9.43,1.8,2.22,1.08,4.47,0.28,4.33,10.25,1.76,1.3,0.19,0.14,2.64,0.21,1.51,0.16,2.99,0.89,0.08,2.17,1.62,1.06,0.83,2.85,0.71,29.35,0.24,0.05,0.9,1.07,0.7,0,10.54,2.07,11.8,2.6,0.1,0,0.26,1.42,1.22,1.19,0.82,0,0.47,3.71,10.35,0.17,4.69,0.21,0.17,4.2,2.09,0.31,0.04,11.89,1.56,2.39,6.36,0.2,5.34,2.15,0.2,0.86,0.16,0.41,0.08,0.08,0.75,0.94,10.31,0.97,3.53,0.1,10.08,0,1.86,14.68,15.56,0.05,40.81,0.75,5.38,0.74,2.84,1.58,0.62,0.3,0.72,0.5,27.89,0.55,39.94,6.21,1.02,0.8,0.73,10.85,17.89,35.18,0,6.09,2.35,0.51,0.83,4.09,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0.11,0.15,3.71,1.04,0.34,0.28,8,0.6,0.6,0.6,0.6,0.6
12,1964,90.13,0,4.78,20.23,14.28,2.25,7.5,1.78,0,4.64,6.94,0,15.53,0,0,0,0,0,7.34,10.97,1.33,2.23,23.44,0,0,0,0,2.44,0,0,0,0,79.01,0,3.01,4.42,0,2.24,0,17.28,19.2,16.56,44.22,55.27,22.74,2.52,1.1,1.25,15.55,3.22,0.23,0.2,0.34,1.16,0.39,4.66,8.52,10.63,1.8,1.66,1.21,5.04,0.31,4.89,11.56,1.99,1.47,0.21,0.16,2.98,0.24,1.7,0.18,3.37,1,0.09,2.45,1.83,1.19,0.82,3.21,0.8,33.11,0.27,0.05,0.9,1.21,0.78,0,9.91,2.34,13.31,2.93,0.11,0,0.29,1.6,4.23,1.35,0.93,0,0.53,4.19,11.67,0.19,5.29,0.24,0.2,4.73,2.35,0.35,0.04,13.41,1.76,2.7,7.17,0.22,6.03,2.43,0.2,0.97,0.18,0.46,0.08,0.08,0.84,1,11.63,1.1,3.98,0.07,11.37,0,2.1,16.56,17.55,0.04,46.04,0.81,6.07,0.83,3.12,1.78,0.7,0.34,0.81,0.5,31.46,0.62,45.05,7.01,1.16,0.9,0.82,12.24,20.18,39.69,0,6.87,2.65,0.58,0.94,4.61,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0.11,0.17,3.71,1.04,0.34,0.28,8,0.6,0.6,0.6,0.6,0.6
13,1964,36.85,0,4.69,17.6,9.95,1.4,5.19,2.35,0,13.51,1.89,0,15.85,0,0,0,0,0,5.24,6.6,0.79,9.89,24.34,0,0,0,0,16.12,0,0,0,0,44.76,0,3.73,3.7,0,2.6,0,7.3,7.69,38.65,25.75,11.18,11.3,1.47,1.1,0.73,10.76,1.91,0.13,0.14,0.18,0.67,0.19,3.34,4.41,5.19,1.8,0.37,0.7,2.55,0.18,2.84,6.71,0.71,0.93,0.12,0.09,2.56,0.14,1.09,0.07,1.18,0.36,0.06,1.22,0.62,0.69,0.63,1.55,0.37,15.67,0.16,0.02,0.9,1.11,0.5,0,8.16,1.36,8.05,1.59,0.1,1.57,0.17,0.93,0.83,0.54,0.33,1.25,0.31,3.41,8.38,0.13,2.67,0.14,0.08,4.04,1.74,0.13,0.09,6.36,0.61,1.9,1.52,0.14,2.48,1.41,0.07,1.06,0.11,0.25,0.05,0.05,0.36,0.46,1.9,0.64,2.48,0.02,12.51,1.84,1.31,8.34,10.07,0.06,26.71,0.43,3.53,0.37,1.72,0.68,0.54,0.23,0.47,0.5,8.1,0.23,23.87,3.71,0.38,0.66,0.36,7.1,10.96,17.26,0,2.81,2.16,0.42,0.68,2.59,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0.22,0.1,6.48,1.04,0.34,0.39,8,0.6,0.6,0.6,0.6,0.6
14,1964,54.75,0,6.73,26.13,11.94,1.97,7.33,3.56,0,18.63,10.55,0,23.31,0,0,0,0,0,7.76,9.68,1.16,14.97,34.16,0,0,0,0,25.08,0,0,0,0,67.08,0,4.48,4.88,0,3.74,0,10.94,11.53,55.52,38.6,34.39,16.94,2.2,1.1,1.09,16.12,2.79,0.2,0.21,0.27,1.01,0.29,5.01,6.61,7.78,1.8,0.68,1.04,3.82,0.27,4.26,10.06,1.06,1.39,0.18,0.14,3.84,0.21,1.63,0.11,1.76,0.55,0.08,1.82,0.93,1.04,0.75,2.33,0.55,23.48,0.24,0.03,0.9,1.67,0.65,0,9.4,1.78,12.06,2.38,0.16,3.14,0.25,1.39,2.49,0.81,0.5,1.87,0.46,5.11,12.55,0.2,3.96,0.22,0.12,6.06,2.61,0.19,0.14,9.52,0.91,2.85,2.28,0.21,3.72,2.11,0.15,1.59,0.16,0.37,0.07,0.07,0.54,0.76,2.85,0.96,3.71,0.06,18.74,2.76,1.96,12.5,15.27,0.06,40.02,0.94,5.28,0.56,3.68,1.03,0.81,0.34,0.7,0.5,12.14,0.35,35.78,5.57,0.57,0.98,0.71,10.64,16.42,25.87,0,4.21,3.23,0.63,1.02,3.89,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0.22,0.15,6.48,1.04,0.34,0.39,8,0.6,0.6,0.6,0.6,0.6
15,1964,76.01,0,9.13,36.58,16.12,2.75,10.21,5.37,0,26.56,17.86,0,32.76,0,0,0,0,0,11.3,13.35,1.6,21.43,47.84,0,0,0,0,39.54,0,0,0,0,97.14,0,5.2,6.63,0,5.27,0,15.85,16.68,81.48,55.9,97.13,24.53,3.18,1.1,1.58,23.35,4.02,0.29,0.3,0.39,1.46,0.42,7.25,9.57,11.27,1.8,8.45,1.51,5.53,0.39,6.16,14.57,1.53,2.01,0.26,0.2,5.55,0.3,2.36,0.16,2.55,0.79,0.12,2.64,1.35,1.5,1.28,3.37,0.8,34,0.34,0.05,0.9,2.41,1.23,0,15.36,3.04,17.47,3.44,0.23,4.44,0.37,2.02,6.95,1.18,0.72,2.71,0.67,7.39,18.18,0.29,5.65,0.31,0.17,8.77,3.78,0.28,0.2,13.79,1.32,4.13,3.31,0.31,5.38,3.06,0.25,2.3,0.23,0.54,0.1,0.1,0.78,1.17,4.13,1.38,5.38,0.14,27.14,4,2.84,18.09,22.12,0.14,57.96,1.27,7.65,0.81,3.73,1.48,1.17,0.49,1.02,0.5,17.58,0.51,51.81,8.06,0.83,1.43,1.03,15.41,23.78,37.46,0,6.1,4.68,0.91,1.48,5.63,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0.22,0.22,6.48,1.04,0.34,0.39,8,0.6,0.6,0.6,0.6,0.6
16,1964,37.96,0,4.51,18.63,8.99,1.37,5.1,2.94,0,14.16,11.35,0,16.6,0,0,0,0,0,6.09,6.52,0.78,10.95,23.85,0,0,0,0,21.47,0,0,0,0,52.5,0,2.41,3.06,0,2.51,0,8.56,9.02,45.68,30.21,11.77,13.26,1.72,1.1,0.85,12.62,2.18,0.16,0.16,0.21,0.79,0.22,3.92,5.17,6.09,1.8,4.67,0.82,2.99,0.21,3.33,7.88,0.83,1.09,0.14,0.11,3,0.16,1.28,0.08,1.38,0.43,0.06,1.43,0.73,0.81,0.59,1.82,0.43,18.38,0.19,0.03,0.9,1.3,0.58,0,6.93,1.59,9.44,1.86,0.12,0.11,0.2,1.09,0.88,0.64,0.39,1.47,0.36,4,9.83,0.16,3.05,0.17,0.09,4.74,2.04,0.15,0.11,7.45,0.71,2.23,1.79,0.17,2.91,1.65,0.11,1.24,0.12,0.29,0.05,0.05,0.42,0.54,2.23,0.75,2.91,0.04,14.67,2.16,1.53,9.78,11.95,0.08,31.32,0.79,4.13,0.44,2.5,0.8,0.63,0.27,0.55,0.5,9.5,0.27,28,4.36,0.45,0.77,0.56,8.33,12.85,20.25,0,3.29,2.53,0.49,0.8,3.04,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0.22,0.12,6.48,1.04,0.34,0.39,8,0.6,0.6,0.6,0.6,0.6
17,1964,32.55,0,3.9,23.72,10.1,1.1,4.92,2.72,0,13.7,11.47,0,13.73,0,0,0,0,0,5.47,4.93,0.68,8.86,18.67,0,0,0,0,6.3,0,0,0,0,60.89,0,1.72,2.45,0,1.89,0,2.64,5.81,46.09,11.2,74.29,7.64,1.47,1.1,0.72,5.13,1.78,0.13,0.15,0.27,0.66,0.34,4.99,4.43,5.83,1.8,3.94,0.58,3.88,0.18,9.36,6.64,0.82,1.09,0.12,0.09,3.32,0.14,1.63,0.02,0.33,0.36,0.08,1.37,0.68,0.69,0.44,1.95,0.79,4.81,0.16,0.02,0.9,1.93,0.23,0,6.27,1.34,5.91,2.71,0.38,0.01,0.3,0.92,3.76,0.35,0.23,0.72,0.31,9.96,5.41,0.14,2.6,0.37,0.32,3.5,1.35,0.2,0.33,8.47,1.56,1.88,2.81,0.17,1.93,1.55,0.21,1.28,0.18,0.37,0.07,0.07,0.97,0.61,3.9,0.63,3.39,0.07,11.71,1.89,3.5,10.28,10.08,0.07,26.45,0.67,3.49,0.48,1.68,0.6,2,0.35,0.7,0.5,2.02,0.15,10.82,1.68,0.9,1.36,0.47,7.03,10.16,15,0,1.27,6.31,0.72,1.17,2.65,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0,0.1,10.01,1.04,0.34,0.49,8,0.6,0.6,0.6,0.6,0.6
